name,description,price
"Соус Стаут","",550
"Соус Демиглас","",550
"Соус Ред Вайн","",550
"Соус Пеппер","",550
"Соус кетчуп","",550
"Соус сырный","",550
"Соус Шрирача","",550
"Соус Тартар","",550
